8.60 1.60
7.90 1.60
7.90 1.50
7.70 1.70
8.60 1.60
9.30 2.10
8.00 1.70
8.40 1.70
7.30 1.60
8.00 1.60
9.10 1.70
8.20 1.80
7.80 1.50
7.30 1.20
9.80 1.40
10.10 1.90
9.30 1.70
8.60 1.70
9.50 2.00
8.90 1.80
8.80 1.90
8.80 1.90
8.20 1.20
8.40 2.20
8.20 2.10
8.00 1.80
8.40 2.00
8.70 1.70
8.60 1.60
7.90 1.80
7.90 1.80
8.80 1.90
9.30 1.60
9.70 1.60
8.00 1.60
8.20 1.40
9.00 1.50
8.00 1.60
7.40 1.50
8.50 1.70
8.50 1.60
6.80 1.60
7.60 1.50
8.50 2.20
8.90 2.30
7.80 1.70
8.90 1.80
7.80 1.60
9.00 1.70
8.30 1.60
10.20 6.10
9.60 6.00
10.00 6.40
7.80 5.30
9.30 6.10
8.50 5.80
9.60 6.30
7.30 4.30
9.50 5.90
7.90 5.30
7.00 4.50
8.90 5.70
8.20 5.00
9.00 6.10
8.50 4.90
9.80 5.80
8.60 6.00
8.50 5.10
8.40 6.00
8.10 5.00
9.10 6.60
8.90 5.30
8.80 6.40
8.90 5.90
9.30 5.60
9.60 5.80
9.60 6.20
9.70 6.70
8.90 6.00
8.30 4.50
7.90 4.90
7.90 4.70
8.50 5.10
8.70 6.70
8.40 6.00
9.40 6.10
9.80 6.20
8.60 5.70
8.60 5.40
8.00 5.30
8.10 5.60
9.10 6.00
8.40 5.20
7.30 4.30
8.30 5.50
8.70 5.40
8.60 5.50
9.10 5.60
7.60 4.10
8.50 5.40
9.60 8.50
8.50 7.00
10.10 8.00
9.20 7.40
9.50 8.00
10.60 8.70
7.40 6.20
10.20 8.10
9.20 7.60
10.80 8.60
9.70 7.10
9.10 7.20
9.80 7.60
8.20 7.00
8.60 7.50
9.60 7.60
9.50 7.30
11.50 8.90
10.30 9.20
8.20 6.50
10.10 8.00
8.40 6.90
10.50 8.70
9.00 6.70
10.00 7.80
10.40 7.80
9.00 6.60
9.10 6.70
9.20 7.70
10.20 7.40
10.20 8.00
11.70 8.40
9.20 7.80
9.10 6.60
8.70 7.00
10.70 8.40
9.70 8.00
9.50 7.30
9.00 6.60
10.00 7.50
9.80 8.00
10.00 7.40
8.50 7.00
10.00 8.20
10.00 8.20
9.70 7.50
8.80 6.90
9.50 7.20
9.60 7.70
8.90 6.90
