1235.53 9.47
1186.10 8.00
1331.64 10.18
1639.87 10.62
899.95 8.74
1605.21 10.02
1428.14 8.32
1461.05 7.73
1182.69 9.13
1187.25 9.21
1660.48 10.12
1417.54 7.63
1451.39 8.61
1279.40 11.28
1690.13 11.39
1467.52 8.80
1447.79 9.31
1292.19 9.60
1834.28 10.64
1003.96 8.52
949.33 9.60
918.00 8.08
1178.33 8.56
1152.33 7.66
986.26 8.20
1004.10 8.83
1329.90 8.50
1419.88 7.23
1067.87 9.30
1173.20 8.26
1434.84 10.11
1667.48 9.31
1135.78 8.73
1412.89 8.79
1249.03 7.81
1066.77 8.84
1030.64 8.07
1245.01 7.73
1156.56 7.87
930.55 9.21
955.29 10.07
1170.45 7.79
1238.35 9.56
827.37 8.07
1034.31 9.19
1239.16 7.92
1211.59 9.92
1129.13 9.75
1209.27 9.44
1415.34 9.94
1281.33 10.19
1403.25 9.19
1343.30 10.82
1534.68 8.99
1221.11 8.25
1283.53 9.37
1132.21 9.43
1415.58 9.27
1437.02 10.19
637.04 4.30
817.65 5.43
590.16 5.56
765.10 6.17
548.98 9.88
499.33 6.57
817.14 8.71
619.30 9.82
631.22 6.54
898.74 5.82
906.87 7.05
1014.38 4.86
545.58 9.25
606.91 6.00
1178.11 9.67
1029.69 8.29
562.40 5.90
516.72 6.87
652.13 5.38
921.78 7.92
611.67 8.95
403.54 7.79
842.57 7.92
752.64 6.69
648.54 6.31
653.44 7.77
588.67 7.13
628.59 6.79
697.75 6.63
807.31 6.47
739.26 6.66
600.40 6.34
580.18 5.88
617.29 6.00
418.79 8.09
483.10 7.96
1139.42 9.53
801.93 5.24
550.32 8.34
789.31 10.50
534.80 10.52
846.62 7.33
689.56 5.49
580.43 7.12
540.42 6.87
800.23 6.96
450.24 6.46
631.67 6.68
616.97 6.13
444.17 7.73
815.57 9.40
711.23 10.33
455.90 7.20
753.66 6.66
563.04 7.45
513.56 7.25
533.01 8.87
622.36 6.36
496.74 7.10
491.70 4.84
691.76 6.81
763.91 8.64
639.03 11.53
518.28 7.39
514.18 8.31
508.01 9.76
506.44 7.83
482.53 8.74
608.64 7.68
475.70 7.86
705.89 6.41
791.92 4.67
679.09 4.33
706.58 4.00
752.40 4.69
775.46 5.18
833.44 4.58
854.63 3.93
663.37 4.94
714.29 4.37
740.48 5.15
742.35 4.09
915.34 3.61
666.32 4.01
689.37 5.20
1014.04 4.24
977.56 4.38
542.38 2.98
761.97 4.22
792.48 4.94
714.57 4.85
676.14 5.03
644.21 4.82
592.69 5.91
822.34 5.67
788.12 4.57
870.06 5.13
619.49 5.24
1031.35 4.92
816.68 7.91
762.82 7.08
656.80 5.32
834.19 4.65
724.39 4.68
825.29 4.11
757.10 4.17
659.22 4.20
860.99 5.36
823.00 4.23
908.81 5.06
798.28 4.99
649.88 3.53
604.47 3.59
801.56 4.68
886.75 4.51
903.65 5.09
1006.57 4.65
1009.05 4.92
712.27 5.33
